id_registo,data_registo,unidade_organizacional,tipo_servico,indicador_si,taxa_resolucao,tempo_resposta,satisfacao_cidadao,volume_interacoes,canal_utilizado,taxa_abandono,erros_tecnicos,transparencia,feedback_cidadao,segmentacao_utilizador,area_tematica,indicador_kpi
157,2024-03-26,Direcção De Recursos Humanos,Telefone,61.05,96.03,49,4.4,271,Presencial,19.89,12,Não,Precisa Melhorias,Utilizador Vulnerável,Habitação,72.21
158,2024-10-10,Serviços De Educação,Balcão Único,75.06,93.26,71,3.6,225,Aplicacao_Movel,22.97,8,Sim,Muito Satisfeito,Reforma/Pensionista,Cultura,99.74
159,2024-03-06,Direcção De Recursos Humanos,Email,92.42,97.02,81,4.8,156,Chatbot,15.02,13,Sim,Serviço Eficiente,Utilizador Vulnerável,Mobilidade,77.27
160,2024-06-18,Serviços De Educação,Telefone,99.49,73.48,84,4.9,345,Portal,23.52,8,Sim,Bom Serviço,Reforma/Pensionista,Educação,54.41
161,2024-02-14,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,66.02,90.46,105,4.9,177,Aplicacao_Movel,20.67,1,Sim,Sistema Lento,Estudante,Social,80.34
162,2024-03-02,Departamento De Inovação E Digitalização,Atendimento Presencial,83.77,96.27,49,3.9,101,Portal,16.67,2,Sim,Sistema Lento,Reforma/Pensionista,Saúde,57.58
163,2024-05-13,Departamento De Inovação E Digitalização,Balcão Único,75.24,75.07,20,4.7,362,Chatbot,14.43,6,Sim,Precisa Melhorias,Utilizador Vulnerável,Ambiente,51.55
164,2024-10-10,Serviços De Ti,Balcão Único,98.8,71.86,118,4.7,68,Chatbot,8.71,4,Sim,Precisa Melhorias,Utilizador Vulnerável,Ambiente,98.54
165,2024-01-28,Departamento De Saúde Pública,Balcão Único,93.68,90.75,86,3.6,68,Presencial,3.98,1,Sim,Resposta Rápida E Eficaz,Reforma/Pensionista,Ambiente,88.68
166,2024-04-17,Serviços De Ti,Email,93.53,86.09,92,4.7,313,Chatbot,15.12,2,Sim,Resposta Rápida E Eficaz,Funcionário Público,Inovação,99.01
167,2024-02-13,Serviços De Ti,Telefone,78.75,93.57,63,3.1,178,Aplicacao_Movel,7.95,9,Não,Processo Complicado,Estudante,Ambiente,73.89
168,2024-12-05,Serviços De Ti,Email,76.59,73.91,61,4.2,278,Aplicacao_Movel,21.66,5,Não,Processo Complicado,Cidadão,Social,76.61
169,2024-10-12,Serviços De Ti,Portal Online,70.94,92.27,104,3.5,372,Aplicacao_Movel,24.83,12,Não,Excelente Atendimento,Empresa,Educação,58.42
170,2024-11-26,Serviços De Ti,Portal Online,62.26,75.65,49,3.2,54,Presencial,18.81,6,Não,Processo Complicado,Utilizador Vulnerável,Ambiente,62.35
171,2024-05-07,Departamento De Planeamento Estratégico,Telefone,94.59,74.58,71,3.2,354,Presencial,2.26,8,Sim,Falta De Informação,Empresa,Habitação,91.93
172,2024-12-13,Departamento De Inovação E Digitalização,Serviços Digitais,92.52,74.6,1,4.4,190,Chatbot,7.22,0,Sim,Precisa Melhorias,Cidadão,Habitação,67.81
173,2024-08-18,Serviços De Ti,Email,99.99,92.81,96,3.7,179,Email,2.73,10,Sim,Serviço Eficiente,Empresa,Inovação,91.34
174,2024-07-08,Serviços De Educação,Atendimento Presencial,99.87,88.63,13,4.4,365,Email,16.26,6,Sim,Falta De Informação,Cidadão,Social,85.45
175,2024-08-12,Departamento De Inovação E Digitalização,Balcão Único,82.22,84.65,94,3.1,200,Presencial,19.13,7,Não,Muito Satisfeito,Reforma/Pensionista,Educação,58.86
176,2024-10-09,Departamento De Inovação E Digitalização,Balcão Único,90.76,80.05,87,3.6,164,Chatbot,23.14,11,Sim,Sistema Lento,Funcionário Público,Saúde,75.37
177,2024-04-30,Direcção De Serviços Financeiros,Telefone,97.79,94.56,51,4.1,431,Email,10.95,13,Não,Processo Complicado,Utilizador Vulnerável,Cultura,83.87
178,2024-04-25,Departamento De Planeamento Estratégico,Serviços Digitais,93.99,80.99,56,4.6,197,Chatbot,22.53,2,Sim,Sistema Lento,Cidadão,Educação,61.75
179,2024-08-20,Serviços De Ti,Portal Online,69.89,92.86,83,3.6,16,Chatbot,21.95,3,Sim,Bom Serviço,Empresa,Cultura,91.53
180,2024-09-15,Direcção De Recursos Humanos,Portal Online,78.02,82.3,62,4.3,142,Chatbot,7.93,9,Sim,Excelente Atendimento,Utilizador Vulnerável,Mobilidade,77.24
181,2024-12-24,Gabinete De Atendimento Ao Cidadão,Balcão Único,65.17,80.55,32,4.8,244,Telefone,21.72,5,Não,Bom Serviço,Funcionário Público,Cultura,58.26
182,2024-07-16,Departamento De Saúde Pública,Telefone,98.16,82.96,30,4.2,54,Aplicacao_Movel,9.39,9,Sim,Excelente Atendimento,Reforma/Pensionista,Digitalização,79.15
183,2024-05-16,Serviços De Educação,Email,84.25,78.44,29,3.5,323,Chatbot,7.42,6,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Habitação,99.99
184,2024-11-13,Direcção De Recursos Humanos,Portal Online,69.15,90.93,49,3.0,258,Telefone,16.23,12,Sim,Sistema Lento,Cidadão,Social,57.53
185,2024-06-13,Departamento De Planeamento Estratégico,Email,86.87,84.08,45,4.7,40,Presencial,8.21,13,Sim,Excelente Atendimento,Funcionário Público,Inovação,90.84
186,2024-08-12,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,84.73,76.5,93,3.0,32,Email,15.76,3,Sim,Tempo De Espera Elevado,Empresa,Digitalização,60.37
187,2024-11-02,Departamento De Planeamento Estratégico,Portal Online,74.33,95.19,30,4.7,435,Aplicacao_Movel,15.25,7,Sim,Falta De Informação,Funcionário Público,Cultura,89.12
188,2024-08-21,Serviços De Educação,Portal Online,64.54,80.75,16,4.1,403,Email,14.09,4,Sim,Excelente Atendimento,Funcionário Público,Ambiente,86.73
189,2024-06-20,Departamento De Inovação E Digitalização,Chatbot,86.86,85.22,40,4.9,169,Aplicacao_Movel,9.51,0,Sim,Excelente Atendimento,Estudante,Social,65.02
190,2024-05-31,Gabinete De Atendimento Ao Cidadão,Portal Online,80.81,95.38,19,4.6,372,Email,13.71,3,Sim,Falta De Informação,Funcionário Público,Digitalização,66.29
191,2024-11-10,Departamento De Inovação E Digitalização,Atendimento Presencial,90.89,87.48,18,5.0,446,Aplicacao_Movel,14.91,2,Sim,Sistema Lento,Funcionário Público,Inovação,89.63
192,2024-06-08,Serviços De Educação,Telefone,80.81,73.27,1,3.7,167,Email,13.64,8,Sim,Sistema Lento,Utilizador Vulnerável,Habitação,73.07
193,2024-04-05,Direcção De Recursos Humanos,Telefone,94.09,96.32,78,4.5,48,Email,11.11,7,Sim,Falta De Informação,Empresa,Social,86.54
194,2024-08-20,Serviços De Educação,Email,82.08,87.58,115,3.8,424,Email,0.37,0,Sim,Bom Serviço,Utilizador Vulnerável,Inovação,57.4
195,2024-06-28,Direcção De Recursos Humanos,Serviços Digitais,82.44,79.38,47,4.0,91,Email,14.68,10,Sim,Tempo De Espera Elevado,Utilizador Vulnerável,Mobilidade,92.63
196,2024-04-22,Gabinete De Atendimento Ao Cidadão,Portal Online,95.07,73.9,114,4.3,365,Presencial,4.21,5,Não,Serviço Eficiente,Cidadão,Mobilidade,85.54
197,2024-11-13,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,76.14,92.23,66,4.7,267,Chatbot,16.06,8,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,95.35
198,2024-02-21,Serviços De Ti,Email,65.36,87.36,118,5.0,215,Portal,18.98,6,Sim,Tempo De Espera Elevado,Estudante,Digitalização,56.62
199,2024-09-24,Departamento De Planeamento Estratégico,Chatbot,61.15,84.94,92,4.5,86,Telefone,12.51,3,Sim,Sistema Lento,Estudante,Social,79.65
200,2024-10-21,Serviços De Ti,Email,90.21,95.03,113,3.8,486,Portal,13.56,12,Sim,Serviço Eficiente,Cidadão,Digitalização,79.96
201,2024-01-08,Direcção De Serviços Financeiros,Balcão Único,86.58,87.16,37,4.4,317,Telefone,7.61,3,Não,Processo Complicado,Funcionário Público,Digitalização,85.52
202,2024-01-25,Departamento De Inovação E Digitalização,Email,90.70,90.47,44,4.4,403,Email,7.32,4,Sim,Bom Serviço,Empresa,Ambiente,83.09
203,2024-02-11,Direcção De Recursos Humanos,Serviços Digitais,70.11,75.35,106,3.3,189,Presencial,17.97,10,Não,Serviço Eficiente,Utilizador Vulnerável,Inovação,58.49
204,2024-02-28,Departamento De Planeamento Estratégico,Telefone,84.30,88.68,52,4.2,288,Chatbot,8.86,6,Sim,Muito Satisfeito,Reforma/Pensionista,Educação,77.76
205,2024-03-16,Serviços De Educação,Chatbot,74.00,82.82,83,3.6,289,Portal,13.87,11,Sim,Falta De Informação,Cidadão,Saúde,67.08
206,2024-04-02,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,88.06,86.73,40,4.3,434,Aplicacao_Movel,8.47,5,Sim,Precisa Melhorias,Estudante,Social,85.87
207,2024-04-19,Serviços De Ti,Portal Online,90.09,91.57,29,4.7,335,Telefone,7.33,3,Sim,Excelente Atendimento,Funcionário Público,Cultura,87.91
208,2024-05-06,Departamento De Saúde Pública,Balcão Único,81.70,82.17,63,3.8,403,Email,11.41,8,Sim,Tempo De Espera Elevado,Empresa,Mobilidade,72.91
209,2024-05-23,Direcção De Serviços Financeiros,Email,79.66,80.97,56,4.2,320,Presencial,14.01,6,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Habitação,74.65
210,2024-06-20,Departamento De Inovação E Digitalização,Serviços Digitais,81.06,85.34,65,3.8,238,Chatbot,13.87,8,Não,Sistema Lento,Reforma/Pensionista,Digitalização,73.94
211,2024-07-07,Direcção De Recursos Humanos,Telefone,81.38,81.87,62,3.9,256,Portal,12.13,7,Sim,Muito Satisfeito,Cidadão,Ambiente,75.42
212,2024-07-24,Departamento De Planeamento Estratégico,Chatbot,75.01,76.48,73,3.8,313,Aplicacao_Movel,15.87,11,Não,Sistema Lento,Estudante,Inovação,66.26
213,2024-08-10,Serviços De Educação,Atendimento Presencial,81.52,80.05,69,4.0,269,Telefone,15.82,6,Sim,Muito Satisfeito,Funcionário Público,Educação,72.56
214,2024-08-27,Gabinete De Atendimento Ao Cidadão,Portal Online,88.82,91.91,34,4.4,440,Email,6.38,3,Sim,Serviço Eficiente,Empresa,Saúde,88.69
215,2024-09-13,Serviços De Ti,Balcão Único,90.79,91.13,30,4.4,416,Presencial,4.75,3,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Social,86.55
216,2024-09-30,Departamento De Saúde Pública,Email,92.42,90.29,21,4.5,258,Chatbot,4.99,4,Sim,Muito Satisfeito,Reforma/Pensionista,Cultura,89.71
217,2024-10-17,Direcção De Serviços Financeiros,Serviços Digitais,72.04,82.78,80,3.9,230,Portal,16.61,7,Sim,Sistema Lento,Cidadão,Mobilidade,68.73
218,2024-11-03,Departamento De Inovação E Digitalização,Telefone,85.05,90.83,34,4.4,378,Aplicacao_Movel,6.10,3,Sim,Bom Serviço,Estudante,Habitação,85.23
219,2024-12-01,Direcção De Recursos Humanos,Chatbot,79.71,82.33,60,4.1,354,Telefone,12.26,6,Não,Muito Satisfeito,Funcionário Público,Digitalização,76.52
220,2024-12-18,Departamento De Planeamento Estratégico,Atendimento Presencial,92.49,93.35,26,4.4,367,Email,4.08,2,Sim,Resposta Rápida E Eficaz,Empresa,Ambiente,88.63
221,2024-01-04,Serviços De Educação,Portal Online,91.70,95.52,25,4.8,262,Presencial,4.55,3,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,90.64
222,2024-01-21,Gabinete De Atendimento Ao Cidadão,Balcão Único,83.29,84.43,47,4.2,296,Chatbot,6.95,7,Sim,Falta De Informação,Reforma/Pensionista,Educação,80.89
223,2024-02-07,Serviços De Ti,Email,84.47,85.38,43,4.1,313,Portal,11.22,5,Sim,Muito Satisfeito,Cidadão,Saúde,82.36
224,2024-02-24,Departamento De Saúde Pública,Serviços Digitais,86.04,87.03,31,4.5,437,Aplicacao_Movel,10.41,3,Sim,Falta De Informação,Estudante,Social,84.96
225,2024-03-12,Direcção De Serviços Financeiros,Telefone,96.37,96.31,21,5.0,446,Telefone,3.02,1,Sim,Resposta Rápida E Eficaz,Funcionário Público,Cultura,94.27
226,2024-03-29,Departamento De Inovação E Digitalização,Chatbot,91.80,91.71,34,4.6,328,Email,4.57,4,Sim,Muito Satisfeito,Empresa,Mobilidade,85.63
227,2024-04-15,Direcção De Recursos Humanos,Atendimento Presencial,76.21,76.80,87,3.9,276,Presencial,18.28,10,Sim,Sistema Lento,Utilizador Vulnerável,Habitação,65.50
228,2024-05-13,Departamento De Planeamento Estratégico,Portal Online,88.47,89.60,22,4.4,416,Chatbot,5.96,2,Não,Bom Serviço,Reforma/Pensionista,Digitalização,88.65
229,2024-05-30,Serviços De Educação,Balcão Único,81.11,79.98,72,3.7,369,Portal,13.40,8,Sim,Muito Satisfeito,Cidadão,Ambiente,71.63
230,2024-06-16,Gabinete De Atendimento Ao Cidadão,Email,83.26,88.68,46,4.3,339,Aplicacao_Movel,12.01,6,Sim,Falta De Informação,Estudante,Inovação,79.78
231,2024-07-03,Serviços De Ti,Serviços Digitais,79.51,88.19,49,3.9,238,Telefone,13.28,6,Sim,Muito Satisfeito,Funcionário Público,Educação,77.54
232,2024-07-20,Departamento De Saúde Pública,Telefone,88.30,87.79,52,4.0,401,Email,9.88,5,Sim,Falta De Informação,Empresa,Saúde,81.24
233,2024-08-06,Direcção De Serviços Financeiros,Chatbot,77.39,84.06,53,4.3,214,Presencial,11.11,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,75.81
234,2024-08-23,Departamento De Inovação E Digitalização,Atendimento Presencial,86.54,90.89,28,4.7,384,Chatbot,6.68,2,Sim,Serviço Eficiente,Reforma/Pensionista,Cultura,87.70
235,2024-09-09,Direcção De Recursos Humanos,Portal Online,89.42,88.66,31,4.2,305,Portal,8.84,4,Sim,Resposta Rápida E Eficaz,Cidadão,Mobilidade,86.21
236,2024-09-26,Departamento De Planeamento Estratégico,Balcão Único,79.86,83.45,76,3.7,196,Aplicacao_Movel,13.95,10,Sim,Falta De Informação,Estudante,Habitação,69.82
237,2024-10-24,Serviços De Educação,Email,97.86,95.39,21,4.5,305,Telefone,1.67,4,Não,Excelente Atendimento,Funcionário Público,Digitalização,92.75
238,2024-11-10,Gabinete De Atendimento Ao Cidadão,Serviços Digitais,71.64,77.15,74,3.6,299,Email,18.51,10,Sim,Precisa Melhorias,Empresa,Ambiente,65.38
239,2024-11-27,Serviços De Ti,Telefone,95.35,94.61,14,4.9,313,Presencial,4.46,4,Sim,Serviço Eficiente,Utilizador Vulnerável,Inovação,92.64
240,2024-12-14,Departamento De Saúde Pública,Chatbot,93.25,94.39,13,4.7,361,Chatbot,6.59,4,Sim,Resposta Rápida E Eficaz,Reforma/Pensionista,Educação,91.36
241,2024-12-31,Direcção De Serviços Financeiros,Atendimento Presencial,78.49,82.38,61,4.3,314,Portal,13.65,5,Sim,Muito Satisfeito,Cidadão,Saúde,77.94
242,2024-01-17,Departamento De Inovação E Digitalização,Portal Online,83.50,82.73,48,4.2,329,Aplicacao_Movel,13.53,8,Sim,Falta De Informação,Estudante,Social,78.13
243,2024-02-03,Direcção De Recursos Humanos,Balcão Único,82.01,88.72,45,4.4,328,Telefone,8.27,7,Sim,Muito Satisfeito,Funcionário Público,Cultura,78.49
244,2024-02-20,Departamento De Planeamento Estratégico,Email,88.17,92.69,20,4.4,285,Email,8.21,2,Sim,Serviço Eficiente,Empresa,Mobilidade,88.59
245,2024-03-08,Serviços De Educação,Serviços Digitais,96.26,96.00,4,4.9,310,Presencial,3.60,0,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Habitação,94.80
246,2024-04-05,Gabinete De Atendimento Ao Cidadão,Telefone,87.67,90.26,34,4.5,406,Chatbot,9.37,5,Não,Falta De Informação,Reforma/Pensionista,Digitalização,82.91
247,2024-04-22,Serviços De Ti,Chatbot,83.54,84.94,58,4.1,406,Portal,12.38,7,Sim,Muito Satisfeito,Cidadão,Ambiente,75.72
248,2024-05-09,Departamento De Saúde Pública,Atendimento Presencial,77.01,81.21,57,3.7,204,Aplicacao_Movel,12.70,9,Sim,Falta De Informação,Estudante,Inovação,72.69
249,2024-05-26,Direcção De Serviços Financeiros,Portal Online,69.27,75.59,75,3.4,188,Telefone,18.36,10,Sim,Processo Complicado,Funcionário Público,Educação,65.03
250,2024-06-12,Departamento De Inovação E Digitalização,Balcão Único,87.70,87.46,40,4.5,429,Email,6.95,4,Sim,Falta De Informação,Empresa,Saúde,81.87
251,2024-06-29,Direcção De Recursos Humanos,Email,74.49,82.94,75,3.7,326,Presencial,17.42,10,Sim,Falta De Informação,Utilizador Vulnerável,Social,68.84
252,2024-07-16,Departamento De Planeamento Estratégico,Serviços Digitais,95.62,92.98,15,4.5,319,Chatbot,5.95,3,Sim,Excelente Atendimento,Reforma/Pensionista,Cultura,92.18
253,2024-08-02,Serviços De Educação,Telefone,83.60,84.96,54,4.3,305,Portal,13.08,8,Sim,Muito Satisfeito,Cidadão,Mobilidade,77.64
254,2024-08-19,Gabinete De Atendimento Ao Cidadão,Chatbot,89.73,88.21,35,4.6,289,Aplicacao_Movel,5.71,4,Sim,Serviço Eficiente,Estudante,Habitação,86.57
255,2024-09-16,Serviços De Ti,Atendimento Presencial,81.58,84.22,73,3.8,266,Telefone,13.15,7,Não,Muito Satisfeito,Funcionário Público,Digitalização,71.80
256,2024-10-03,Departamento De Saúde Pública,Portal Online,86.41,91.34,35,4.3,353,Email,8.13,5,Sim,Muito Satisfeito,Empresa,Ambiente,87.80
257,2024-10-20,Direcção De Serviços Financeiros,Balcão Único,88.14,88.67,46,4.4,365,Presencial,7.16,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Inovação,83.66
258,2024-11-06,Departamento De Inovação E Digitalização,Email,88.79,94.32,36,4.4,362,Chatbot,3.97,2,Sim,Bom Serviço,Reforma/Pensionista,Educação,88.14
259,2024-11-23,Direcção De Recursos Humanos,Serviços Digitais,70.34,74.97,81,3.3,247,Portal,19.61,11,Sim,Processo Complicado,Cidadão,Saúde,63.38
260,2024-12-10,Departamento De Planeamento Estratégico,Telefone,78.28,82.56,58,3.9,309,Aplicacao_Movel,12.46,8,Sim,Falta De Informação,Estudante,Social,72.07
261,2024-12-27,Serviços De Educação,Chatbot,89.60,91.11,43,4.0,272,Telefone,7.77,4,Sim,Muito Satisfeito,Funcionário Público,Cultura,82.28
262,2024-01-13,Gabinete De Atendimento Ao Cidadão,Atendimento Presencial,83.01,88.04,37,4.4,268,Email,10.84,5,Sim,Falta De Informação,Empresa,Mobilidade,81.80
263,2024-01-30,Serviços De Ti,Portal Online,89.28,89.45,44,4.1,365,Presencial,10.51,6,Sim,Muito Satisfeito,Utilizador Vulnerável,Habitação,83.97
264,2024-02-27,Departamento De Saúde Pública,Balcão Único,69.27,79.70,79,3.5,361,Chatbot,16.46,10,Não,Processo Complicado,Reforma/Pensionista,Digitalização,66.14
265,2024-03-15,Direcção De Serviços Financeiros,Email,95.46,91.59,26,4.5,369,Portal,5.68,4,Sim,Resposta Rápida E Eficaz,Cidadão,Ambiente,92.88
266,2024-04-01,Departamento De Inovação E Digitalização,Serviços Digitais,85.51,88.87,45,4.1,362,Aplicacao_Movel,8.93,5,Sim,Falta De Informação,Estudante,Inovação,83.56
267,2024-04-18,Direcção De Recursos Humanos,Telefone,93.25,91.89,29,4.8,280,Telefone,4.94,3,Sim,Excelente Atendimento,Funcionário Público,Educação,91.05
268,2024-05-05,Departamento De Planeamento Estratégico,Chatbot,87.79,90.51,30,4.6,419,Email,6.53,2,Sim,Bom Serviço,Empresa,Saúde,88.55
269,2024-05-22,Serviços De Educação,Atendimento Presencial,88.17,86.00,46,4.3,322,Presencial,9.28,4,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,81.80
270,2024-06-08,Gabinete De Atendimento Ao Cidadão,Portal Online,92.88,90.38,27,4.6,366,Chatbot,3.74,1,Sim,Resposta Rápida E Eficaz,Reforma/Pensionista,Cultura,91.74
271,2024-06-25,Serviços De Ti,Balcão Único,91.00,88.05,27,4.5,375,Portal,7.38,5,Sim,Muito Satisfeito,Cidadão,Mobilidade,85.98
272,2024-07-12,Departamento De Saúde Pública,Email,94.28,91.68,27,4.9,419,Aplicacao_Movel,6.79,1,Sim,Excelente Atendimento,Estudante,Habitação,91.65
273,2024-08-09,Direcção De Serviços Financeiros,Serviços Digitais,76.48,84.50,72,3.8,371,Telefone,12.27,8,Não,Muito Satisfeito,Funcionário Público,Digitalização,72.20
274,2024-08-26,Departamento De Inovação E Digitalização,Telefone,85.54,86.46,39,4.3,426,Email,10.34,6,Sim,Falta De Informação,Empresa,Ambiente,81.65
275,2024-09-12,Direcção De Recursos Humanos,Chatbot,87.91,90.52,29,4.2,255,Presencial,9.13,2,Sim,Resposta Rápida E Eficaz,Utilizador Vulnerável,Inovação,85.99
276,2024-09-29,Departamento De Planeamento Estratégico,Atendimento Presencial,94.71,94.61,25,4.7,409,Chatbot,7.01,4,Sim,Muito Satisfeito,Reforma/Pensionista,Educação,90.61
277,2024-10-16,Serviços De Educação,Portal Online,78.23,87.26,62,3.8,352,Portal,9.85,5,Sim,Muito Satisfeito,Cidadão,Saúde,76.28
278,2024-11-02,Gabinete De Atendimento Ao Cidadão,Balcão Único,87.29,88.83,39,4.3,292,Aplicacao_Movel,6.15,5,Sim,Bom Serviço,Estudante,Social,86.10
279,2024-11-19,Serviços De Ti,Email,85.54,90.60,33,4.4,298,Telefone,7.13,2,Sim,Serviço Eficiente,Funcionário Público,Cultura,86.98
280,2024-12-06,Departamento De Saúde Pública,Serviços Digitais,96.17,94.54,29,4.7,309,Email,2.09,2,Sim,Resposta Rápida E Eficaz,Empresa,Mobilidade,91.67
281,2024-12-23,Direcção De Serviços Financeiros,Telefone,77.03,81.27,70,3.5,195,Presencial,14.02,10,Sim,Falta De Informação,Utilizador Vulnerável,Habitação,69.48
282,2024-01-20,Departamento De Inovação E Digitalização,Chatbot,74.49,84.68,69,3.6,255,Chatbot,15.53,7,Não,Falta De Informação,Reforma/Pensionista,Digitalização,70.77
283,2024-02-06,Direcção De Recursos Humanos,Atendimento Presencial,76.03,78.14,81,3.7,227,Portal,15.34,10,Sim,Precisa Melhorias,Cidadão,Ambiente,67.27
284,2024-02-23,Departamento De Planeamento Estratégico,Portal Online,91.26,93.91,16,4.4,323,Aplicacao_Movel,2.86,1,Sim,Serviço Eficiente,Estudante,Inovação,92.15
285,2024-03-11,Serviços De Educação,Balcão Único,94.56,96.73,15,4.8,359,Telefone,1.45,2,Sim,Resposta Rápida E Eficaz,Funcionário Público,Educação,93.66
286,2024-03-28,Gabinete De Atendimento Ao Cidadão,Email,95.31,94.76,17,4.9,430,Email,3.98,2,Sim,Muito Satisfeito,Empresa,Saúde,90.98
287,2024-04-14,Serviços De Ti,Serviços Digitais,85.01,85.11,57,4.3,263,Presencial,9.36,7,Sim,Muito Satisfeito,Utilizador Vulnerável,Social,79.24
288,2024-05-01,Departamento De Saúde Pública,Telefone,97.38,94.70,10,4.9,337,Chatbot,2.69,0,Sim,Bom Serviço,Reforma/Pensionista,Cultura,96.22
289,2024-05-18,Direcção De Serviços Financeiros,Chatbot,83.32,84.94,56,4.1,383,Portal,12.10,8,Sim,Muito Satisfeito,Cidadão,Mobilidade,74.40
